run_accession	experiment_accession	submission_accession	scientific_name	instrument_model	library_name	study_title	study_alias	fastq_ftp	sample_alias	sample_accession
SRR24040945	SRX19843008	SRA1614351	Vulpes rueppellii	Illumina NovaSeq 6000	VR14	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/045/SRR24040945/SRR24040945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/045/SRR24040945/SRR24040945_2.fastq.gz	VR14	SAMN34035612
SRR24040946	SRX19843007	SRA1614351	Vulpes rueppellii	Illumina NovaSeq 6000	795	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/046/SRR24040946/SRR24040946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/046/SRR24040946/SRR24040946_2.fastq.gz	795	SAMN34035549
SRR24040949	SRX19843004	SRA1614351	Vulpes rueppellii	Illumina NovaSeq 6000	VR11	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/049/SRR24040949/SRR24040949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/049/SRR24040949/SRR24040949_2.fastq.gz	VR11	SAMN34035609
SRR24040954	SRX19842999	SRA1614351	Vulpes rueppellii	Illumina NovaSeq 6000	VR06	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/054/SRR24040954/SRR24040954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/054/SRR24040954/SRR24040954_2.fastq.gz	VR06	SAMN34035604
SRR24040959	SRX19842994	SRA1614351	Vulpes rueppellii	Illumina NovaSeq 6000	VR02	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/059/SRR24040959/SRR24040959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/059/SRR24040959/SRR24040959_2.fastq.gz	VR02	SAMN34035600
SRR24040963	SRX19842990	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	12146	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/063/SRR24040963/SRR24040963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/063/SRR24040963/SRR24040963_2.fastq.gz	12146	SAMN34035596
SRR24040967	SRX19842986	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	11464	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/067/SRR24040967/SRR24040967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/067/SRR24040967/SRR24040967_2.fastq.gz	11464	SAMN34035592
SRR24040971	SRX19842982	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	10470	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/071/SRR24040971/SRR24040971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/071/SRR24040971/SRR24040971_2.fastq.gz	10470	SAMN34035589
SRR24040972	SRX19842981	SRA1614351	Vulpes pallida	Illumina NovaSeq 6000	10358	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/072/SRR24040972/SRR24040972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/072/SRR24040972/SRR24040972_2.fastq.gz	10358	SAMN34035588
SRR24040973	SRX19842980	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	10185	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/073/SRR24040973/SRR24040973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/073/SRR24040973/SRR24040973_2.fastq.gz	10185	SAMN34035587
SRR24040976	SRX19842977	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	8953	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/076/SRR24040976/SRR24040976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/076/SRR24040976/SRR24040976_2.fastq.gz	8953	SAMN34035584
SRR24040981	SRX19842972	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	8050	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/081/SRR24040981/SRR24040981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/081/SRR24040981/SRR24040981_2.fastq.gz	8050	SAMN34035580
SRR24040984	SRX19842969	SRA1614351	Vulpes rueppellii	Illumina NovaSeq 6000	7902	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/084/SRR24040984/SRR24040984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/084/SRR24040984/SRR24040984_2.fastq.gz	7902	SAMN34035577
SRR24040989	SRX19842964	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	6820	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/089/SRR24040989/SRR24040989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/089/SRR24040989/SRR24040989_2.fastq.gz	6820	SAMN34035572
SRR24040991	SRX19842962	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	6589	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/091/SRR24040991/SRR24040991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/091/SRR24040991/SRR24040991_2.fastq.gz	6589	SAMN34035571
SRR24040995	SRX19842958	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	5706	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/095/SRR24040995/SRR24040995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/095/SRR24040995/SRR24040995_2.fastq.gz	5706	SAMN34035567
SRR24040996	SRX19842957	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	5705	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/096/SRR24040996/SRR24040996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/096/SRR24040996/SRR24040996_2.fastq.gz	5705	SAMN34035566
SRR24040998	SRX19842955	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	5701	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/098/SRR24040998/SRR24040998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/098/SRR24040998/SRR24040998_2.fastq.gz	5701	SAMN34035564
SRR24041000	SRX19842953	SRA1614351	Vulpes rueppellii	Illumina NovaSeq 6000	4964	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/000/SRR24041000/SRR24041000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/000/SRR24041000/SRR24041000_2.fastq.gz	4964	SAMN34035562
SRR24041001	SRX19842952	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	305	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/001/SRR24041001/SRR24041001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/001/SRR24041001/SRR24041001_2.fastq.gz	305	SAMN34035544
SRR24041005	SRX19842948	SRA1614351	Vulpes rueppellii	Illumina NovaSeq 6000	3213	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/005/SRR24041005/SRR24041005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/005/SRR24041005/SRR24041005_2.fastq.gz	3213	SAMN34035558
SRR24041010	SRX19842943	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	1446	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/010/SRR24041010/SRR24041010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/010/SRR24041010/SRR24041010_2.fastq.gz	1446	SAMN34035553
SRR24041011	SRX19842942	SRA1614351	Vulpes vulpes	Illumina NovaSeq 6000	1092	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/011/SRR24041011/SRR24041011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/011/SRR24041011/SRR24041011_2.fastq.gz	1092	SAMN34035552
SRR24067057	SRX19868349	SRA1615770	Vulpes rueppellii	Illumina NovaSeq 6000	VR14	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/057/SRR24067057/SRR24067057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/057/SRR24067057/SRR24067057_2.fastq.gz	VR14	SAMN34035612
SRR24067067	SRX19868339	SRA1615770	Vulpes rueppellii	Illumina NovaSeq 6000	VR05	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/067/SRR24067067/SRR24067067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/067/SRR24067067/SRR24067067_2.fastq.gz	VR05	SAMN34035603
SRR24067069	SRX19868337	SRA1615770	Vulpes rueppellii	Illumina NovaSeq 6000	VR03	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/069/SRR24067069/SRR24067069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/069/SRR24067069/SRR24067069_2.fastq.gz	VR03	SAMN34035601
SRR24067070	SRX19868336	SRA1615770	Vulpes rueppellii	Illumina NovaSeq 6000	VR02	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/070/SRR24067070/SRR24067070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/070/SRR24067070/SRR24067070_2.fastq.gz	VR02	SAMN34035600
SRR24067073	SRX19868333	SRA1615770	Vulpes vulpes	Illumina NovaSeq 6000	12146	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/073/SRR24067073/SRR24067073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/073/SRR24067073/SRR24067073_2.fastq.gz	12146	SAMN34035596
SRR24067082	SRX19868324	SRA1615770	Vulpes pallida	Illumina NovaSeq 6000	10358	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/082/SRR24067082/SRR24067082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/082/SRR24067082/SRR24067082_2.fastq.gz	10358	SAMN34035588
SRR24067084	SRX19868322	SRA1615770	Vulpes vulpes	Illumina NovaSeq 6000	9055	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/084/SRR24067084/SRR24067084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/084/SRR24067084/SRR24067084_2.fastq.gz	9055	SAMN34035586
SRR24067092	SRX19868314	SRA1615770	Vulpes vulpes	Illumina NovaSeq 6000	8030	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/092/SRR24067092/SRR24067092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/092/SRR24067092/SRR24067092_2.fastq.gz	8030	SAMN34035578
SRR24067093	SRX19868313	SRA1615770	Vulpes rueppellii	Illumina NovaSeq 6000	7902	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/093/SRR24067093/SRR24067093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/093/SRR24067093/SRR24067093_2.fastq.gz	7902	SAMN34035577
SRR24067095	SRX19868311	SRA1615770	Vulpes vulpes	Illumina NovaSeq 6000	7024	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/095/SRR24067095/SRR24067095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/095/SRR24067095/SRR24067095_2.fastq.gz	7024	SAMN34035575
SRR24067098	SRX19868308	SRA1615770	Vulpes vulpes	Illumina NovaSeq 6000	6820	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/098/SRR24067098/SRR24067098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/098/SRR24067098/SRR24067098_2.fastq.gz	6820	SAMN34035572
SRR24067106	SRX19868300	SRA1615770	Vulpes rueppellii	Illumina NovaSeq 6000	5704	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/006/SRR24067106/SRR24067106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/006/SRR24067106/SRR24067106_2.fastq.gz	5704	SAMN34035565
SRR24067107	SRX19868299	SRA1615770	Vulpes vulpes	Illumina NovaSeq 6000	5701	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/007/SRR24067107/SRR24067107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/007/SRR24067107/SRR24067107_2.fastq.gz	5701	SAMN34035564
SRR24067111	SRX19868295	SRA1615770	Vulpes vulpes	Illumina NovaSeq 6000	3643	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/011/SRR24067111/SRR24067111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/011/SRR24067111/SRR24067111_2.fastq.gz	3643	SAMN34035561
SRR24067119	SRX19868287	SRA1615770	Vulpes pallida	Illumina NovaSeq 6000	1001	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/019/SRR24067119/SRR24067119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/019/SRR24067119/SRR24067119_2.fastq.gz	1001	SAMN34035551
SRR24067120	SRX19868286	SRA1615770	Vulpes zerda	Illumina NovaSeq 6000	VZ07	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/020/SRR24067120/SRR24067120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/020/SRR24067120/SRR24067120_2.fastq.gz	VZ07	SAMN34035626
SRR24067127	SRX19868279	SRA1615770	Vulpes vulpes	Illumina NovaSeq 6000	VV11	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/027/SRR24067127/SRR24067127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/027/SRR24067127/SRR24067127_2.fastq.gz	VV11	SAMN34035620
SRR24067129	SRX19868277	SRA1615770	Vulpes vulpes	Illumina NovaSeq 6000	VV07	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/029/SRR24067129/SRR24067129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/029/SRR24067129/SRR24067129_2.fastq.gz	VV07	SAMN34035618
SRR24067131	SRX19868275	SRA1615770	Vulpes vulpes	Illumina NovaSeq 6000	VV04	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/031/SRR24067131/SRR24067131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/031/SRR24067131/SRR24067131_2.fastq.gz	VV04	SAMN34035616
SRR24067133	SRX19868273	SRA1615770	Vulpes vulpes	Illumina NovaSeq 6000	VV02	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/033/SRR24067133/SRR24067133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/033/SRR24067133/SRR24067133_2.fastq.gz	VV02	SAMN34035614
SRR24067137	SRX19868269	SRA1615770	Vulpes rueppellii	Illumina NovaSeq 6000	131	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/037/SRR24067137/SRR24067137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/037/SRR24067137/SRR24067137_2.fastq.gz	131	SAMN34035543
SRR24070353	SRX19871513	SRA1615875	Vulpes vulpes	HiSeq X Ten	VV11_Vv1704	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/053/SRR24070353/SRR24070353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/053/SRR24070353/SRR24070353_2.fastq.gz	VV11_Vv1704	SAMN34074029
SRR24070360	SRX19871506	SRA1615875	Vulpes vulpes	HiSeq X Ten	VV15_Asturias2	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/060/SRR24070360/SRR24070360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/060/SRR24070360/SRR24070360_2.fastq.gz	VV15_Asturias2	SAMN34074031
SRR24070361	SRX19871505	SRA1615875	Vulpes rueppellii	HiSeq X Ten	VR07	North-African fox genomes show signatures of repeated introgression and adaptation to life in deserts	PRJNA951250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/061/SRR24070361/SRR24070361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/061/SRR24070361/SRR24070361_2.fastq.gz	VR07	SAMN34035605
